id,condition,slider_value,hypothesis,hypothesis_type,slider_value_normalized,outcome,browser,browser_width,browser_height,screen_width,screen_height,mobile_device,about,why_action,comment,age,gender,first_language,experiment_time,action_trial_time,manip_check_score,action_response
106,performance,80,both,prior,0.432,light,chrome,933,938,1920,1080,FALSE,deductive reasoning,"it was a 50/50 chance that the light would turn on by pulling the handle or pushing the button. on every model, doing both made the light turn on and the music play. so, doing both gave me a 100% chance of the light turning on.",no,55,f,english,341.162,26.389,3,both
107,performance,8,both,prior,0.044,music,chrome,1539,962,1920,1080,FALSE,seeing if people hedge their bets.,it seemed like the only way to guarantee that music would be played. ,,30,m,english,276.256,38.672,3,both
107,performance,86,button,prior,0.478,music,chrome,1539,962,1920,1080,FALSE,seeing if people hedge their bets.,it seemed like the only way to guarantee that music would be played. ,,30,m,english,276.256,38.672,3,both
107,performance,86,handle,prior,0.478,music,chrome,1539,962,1920,1080,FALSE,seeing if people hedge their bets.,it seemed like the only way to guarantee that music would be played. ,,30,m,english,276.256,38.672,3,both
108,learning,33,both,prior,0.183,music,chrome,1449,736,1366,768,FALSE,i think it's a study on following directions,i went the decision based on the distance between the controls and the music and lights being triggered,,27,female,english,416.081,75.491,3,both
108,learning,62,handle,prior,0.344,music,chrome,1449,736,1366,768,FALSE,i think it's a study on following directions,i went the decision based on the distance between the controls and the music and lights being triggered,,27,female,english,416.081,75.491,3,both
108,learning,85,button,prior,0.472,music,chrome,1449,736,1366,768,FALSE,i think it's a study on following directions,i went the decision based on the distance between the controls and the music and lights being triggered,,27,female,english,416.081,75.491,3,both
109,presentation,36,handle,prior,0.327,light,chrome,1299,637,1366,768,FALSE,i think it was about whether people changed the odds after choosing an action.,pulling both at the same time wouldn't require me to know what each action actually did,none,30,m,english,293.752,48.388,3,both
109,presentation,37,both,prior,0.336,light,chrome,1299,637,1366,768,FALSE,i think it was about whether people changed the odds after choosing an action.,pulling both at the same time wouldn't require me to know what each action actually did,none,30,m,english,293.752,48.388,3,both
109,presentation,37,button,prior,0.336,light,chrome,1299,637,1366,768,FALSE,i think it was about whether people changed the odds after choosing an action.,pulling both at the same time wouldn't require me to know what each action actually did,none,30,m,english,293.752,48.388,3,both
110,performance,4,button,prior,0.039,light,firefox,1299,607,1366,768,FALSE,informational reasoning.,guaranteed light to turn on.,random sound clip played and survey advanced oddly at one point.,27,m,english,176.874,24.989,3,both
110,performance,97,both,prior,0.951,light,firefox,1299,607,1366,768,FALSE,informational reasoning.,guaranteed light to turn on.,random sound clip played and survey advanced oddly at one point.,27,m,english,176.874,24.989,3,both
110,performance,1,handle,prior,0.01,light,firefox,1299,607,1366,768,FALSE,informational reasoning.,guaranteed light to turn on.,random sound clip played and survey advanced oddly at one point.,27,m,english,176.874,24.989,3,both
111,learning,100,both,prior,0.333,music,chrome,1530,600,1920,1200,FALSE,"honestly, not sure.",if i pushed the button and took note of what happened i could easily determine which toy it was.,na,39,m,english,202.004,21.482,3,button
111,learning,100,button,prior,0.333,music,chrome,1530,600,1920,1200,FALSE,"honestly, not sure.",if i pushed the button and took note of what happened i could easily determine which toy it was.,na,39,m,english,202.004,21.482,3,button
111,learning,100,handle,prior,0.333,music,chrome,1530,600,1920,1200,FALSE,"honestly, not sure.",if i pushed the button and took note of what happened i could easily determine which toy it was.,na,39,m,english,202.004,21.482,3,button
112,presentation,80,button,prior,0.455,music,firefox,1211,1305,2560,1440,FALSE,no idea,it was the most logical choice,no,30,male,english,167.956,20.07,3,both
112,presentation,56,both,prior,0.318,music,firefox,1211,1305,2560,1440,FALSE,no idea,it was the most logical choice,no,30,male,english,167.956,20.07,3,both
112,presentation,40,handle,prior,0.227,music,firefox,1211,1305,2560,1440,FALSE,no idea,it was the most logical choice,no,30,male,english,167.956,20.07,3,both
113,presentation,70,handle,prior,0.412,music,chrome,1470,600,1536,864,FALSE,no idea,gut,fun task,35,male,english,97.501,13.954,3,handle
113,presentation,50,both,prior,0.294,music,chrome,1470,600,1536,864,FALSE,no idea,gut,fun task,35,male,english,97.501,13.954,3,handle
113,presentation,50,button,prior,0.294,music,chrome,1470,600,1536,864,FALSE,no idea,gut,fun task,35,male,english,97.501,13.954,3,handle
114,learning,79,button,prior,0.393,light,chrome,1316,600,1366,768,FALSE,testing a toy and the actions and functions of the toy. ,because it seems logical.,no.,24,f,english,251.4,53.224,3,both
114,learning,63,both,prior,0.313,light,chrome,1316,600,1366,768,FALSE,testing a toy and the actions and functions of the toy. ,because it seems logical.,no.,24,f,english,251.4,53.224,3,both
114,learning,59,handle,prior,0.294,light,chrome,1316,600,1366,768,FALSE,testing a toy and the actions and functions of the toy. ,because it seems logical.,no.,24,f,english,251.4,53.224,3,both
115,presentation,100,button,prior,0.372,light,chrome,1171,1032,1920,1080,FALSE,machines,i don't know,no,20,f,english,57.472,1.743,1,both
115,presentation,84,both,prior,0.312,light,chrome,1171,1032,1920,1080,FALSE,machines,i don't know,no,20,f,english,57.472,1.743,1,both
115,presentation,85,handle,prior,0.316,light,chrome,1171,1032,1920,1080,FALSE,machines,i don't know,no,20,f,english,57.472,1.743,1,both
116,learning,54,button,prior,0.351,light,chrome,1328,527,1360,768,FALSE,logic,because only one toy did any action when they were pressed together,no,54,f,english,295.602,37.1,3,both
116,learning,50,handle,prior,0.325,light,chrome,1328,527,1360,768,FALSE,logic,because only one toy did any action when they were pressed together,no,54,f,english,295.602,37.1,3,both
116,learning,50,both,prior,0.325,light,chrome,1328,527,1360,768,FALSE,logic,because only one toy did any action when they were pressed together,no,54,f,english,295.602,37.1,3,both
117,performance,45,button,prior,0.265,light,chrome,1853,974,1920,1080,FALSE,i'm not sure,because it would perform both actions,no,34,f,english,176.494,17.319,3,both
117,performance,47,handle,prior,0.276,light,chrome,1853,974,1920,1080,FALSE,i'm not sure,because it would perform both actions,no,34,f,english,176.494,17.319,3,both
117,performance,78,both,prior,0.459,light,chrome,1853,974,1920,1080,FALSE,i'm not sure,because it would perform both actions,no,34,f,english,176.494,17.319,3,both
118,presentation,66,both,prior,0.574,music,chrome,1213,600,1280,720,FALSE,decision making.,because if you do both at the same time at least one thing is bound to happen.,no,22,f,english,138.507,13.545,3,both
118,presentation,27,handle,prior,0.235,music,chrome,1213,600,1280,720,FALSE,decision making.,because if you do both at the same time at least one thing is bound to happen.,no,22,f,english,138.507,13.545,3,both
118,presentation,22,button,prior,0.191,music,chrome,1213,600,1280,720,FALSE,decision making.,because if you do both at the same time at least one thing is bound to happen.,no,22,f,english,138.507,13.545,3,both
119,performance,81,handle,prior,0.453,music,chrome,1390,600,1440,900,FALSE,no idea,just first choice form y thought ,no,38,m,english,219.381,12.351,3,handle
119,performance,43,button,prior,0.24,music,chrome,1390,600,1440,900,FALSE,no idea,just first choice form y thought ,no,38,m,english,219.381,12.351,3,handle
119,performance,55,both,prior,0.307,music,chrome,1390,600,1440,900,FALSE,no idea,just first choice form y thought ,no,38,m,english,219.381,12.351,3,handle
120,learning,80,button,prior,0.462,music,chrome,1756,913,1920,1080,FALSE,see if you could figure out which box did what,randomly picked one,this task was pretty fun,34,f,english,591.536,127.145,3,handle
120,learning,78,handle,prior,0.451,music,chrome,1756,913,1920,1080,FALSE,see if you could figure out which box did what,randomly picked one,this task was pretty fun,34,f,english,591.536,127.145,3,handle
120,learning,15,both,prior,0.087,music,chrome,1756,913,1920,1080,FALSE,see if you could figure out which box did what,randomly picked one,this task was pretty fun,34,f,english,591.536,127.145,3,handle
121,presentation,37,both,prior,0.33,music,chrome,1299,600,1366,768,FALSE,whether we think it's more likely to be the toy that plays only with both even though there's no reason for that,it would make it work for any of the toys.,no,26,f,english,144.062,11.631,3,both
121,presentation,37,button,prior,0.33,music,chrome,1299,600,1366,768,FALSE,whether we think it's more likely to be the toy that plays only with both even though there's no reason for that,it would make it work for any of the toys.,no,26,f,english,144.062,11.631,3,both
121,presentation,38,handle,prior,0.339,music,chrome,1299,600,1366,768,FALSE,whether we think it's more likely to be the toy that plays only with both even though there's no reason for that,it would make it work for any of the toys.,no,26,f,english,144.062,11.631,3,both
122,performance,66,button,prior,0.407,light,chrome,982,499,1067,600,FALSE,dont really know,went with my gut feeling,n/a,32,f,english,137.56,17.598,0,button
122,performance,20,both,prior,0.123,light,chrome,982,499,1067,600,FALSE,dont really know,went with my gut feeling,n/a,32,f,english,137.56,17.598,0,button
122,performance,76,handle,prior,0.469,light,chrome,982,499,1067,600,FALSE,dont really know,went with my gut feeling,n/a,32,f,english,137.56,17.598,0,button
123,presentation,89,both,prior,0.589,light,chrome,1853,900,1920,1080,FALSE,no idea,it looked most fun,"some questions were a bit unclear, the ones about a missing label",30,f,english,247.497,91.561,3,both
123,presentation,31,handle,prior,0.205,light,chrome,1853,900,1920,1080,FALSE,no idea,it looked most fun,"some questions were a bit unclear, the ones about a missing label",30,f,english,247.497,91.561,3,both
123,presentation,31,button,prior,0.205,light,chrome,1853,900,1920,1080,FALSE,no idea,it looked most fun,"some questions were a bit unclear, the ones about a missing label",30,f,english,247.497,91.561,3,both
124,learning,92,button,prior,0.479,light,safari,509,600,375,667,TRUE,how people think,because it made sense,no,29,f,english,170.426,22.202,1,both
124,learning,50,both,prior,0.26,light,safari,509,600,375,667,TRUE,how people think,because it made sense,no,29,f,english,170.426,22.202,1,both
124,learning,50,handle,prior,0.26,light,safari,509,600,375,667,TRUE,how people think,because it made sense,no,29,f,english,170.426,22.202,1,both
125,presentation,77,handle,prior,0.372,music,chrome,894,600,1920,1080,FALSE,sorting through detailed directions,it seemed more intuitive in design.,no,26,f,english,250.32,18.279,3,both
125,presentation,30,button,prior,0.145,music,chrome,894,600,1920,1080,FALSE,sorting through detailed directions,it seemed more intuitive in design.,no,26,f,english,250.32,18.279,3,both
125,presentation,100,both,prior,0.483,music,chrome,894,600,1920,1080,FALSE,sorting through detailed directions,it seemed more intuitive in design.,no,26,f,english,250.32,18.279,3,both
126,nogoal,50,button,prior,0.207,music,chrome,957,763,1920,1080,FALSE,unsure,it seems right according to the instructions for the toy,,25,m,english,136.063,17.494,3,both
126,nogoal,100,handle,prior,0.415,music,chrome,957,763,1920,1080,FALSE,unsure,it seems right according to the instructions for the toy,,25,m,english,136.063,17.494,3,both
126,nogoal,91,both,prior,0.378,music,chrome,957,763,1920,1080,FALSE,unsure,it seems right according to the instructions for the toy,,25,m,english,136.063,17.494,3,both
127,nogoal,69,both,prior,0.304,light,chrome,912,600,962,601,FALSE,no guess,i went with what i think was most likely right,in one part about the boss showed up twice on the scene then it went back to the likelihood of the label part.,43,f,english,621.529,50.452,3,both
127,nogoal,58,button,prior,0.256,light,chrome,912,600,962,601,FALSE,no guess,i went with what i think was most likely right,in one part about the boss showed up twice on the scene then it went back to the likelihood of the label part.,43,f,english,621.529,50.452,3,both
127,nogoal,100,handle,prior,0.441,light,chrome,912,600,962,601,FALSE,no guess,i went with what i think was most likely right,in one part about the boss showed up twice on the scene then it went back to the likelihood of the label part.,43,f,english,621.529,50.452,3,both
128,learning,100,both,prior,0.498,light,chrome,392,600,412,846,TRUE,operation of a toy and how well a person is paying attention to directions.,to make the action,no,37,f,english,266.579,68.485,2,both
128,learning,1,button,prior,0.005,light,chrome,392,600,412,846,TRUE,operation of a toy and how well a person is paying attention to directions.,to make the action,no,37,f,english,266.579,68.485,2,both
128,learning,100,handle,prior,0.498,light,chrome,392,600,412,846,TRUE,operation of a toy and how well a person is paying attention to directions.,to make the action,no,37,f,english,266.579,68.485,2,both
129,presentation,21,both,prior,0.126,music,chrome,1870,600,1920,1080,FALSE,i have no idea.,it was a toss up between button and lever.,"everything worked well, except one page seemed to flash by rather quickly.",28,m,english,428.438,83.152,3,handle
129,presentation,76,button,prior,0.455,music,chrome,1870,600,1920,1080,FALSE,i have no idea.,it was a toss up between button and lever.,"everything worked well, except one page seemed to flash by rather quickly.",28,m,english,428.438,83.152,3,handle
129,presentation,70,handle,prior,0.419,music,chrome,1870,600,1920,1080,FALSE,i have no idea.,it was a toss up between button and lever.,"everything worked well, except one page seemed to flash by rather quickly.",28,m,english,428.438,83.152,3,handle
130,nogoal,95,both,prior,0.731,music,chrome,1470,600,1536,864,FALSE,congnition,it seemed to make the most sense,no,32,f,english,188.358,19.142,3,both
130,nogoal,17,handle,prior,0.131,music,chrome,1470,600,1536,864,FALSE,congnition,it seemed to make the most sense,no,32,f,english,188.358,19.142,3,both
130,nogoal,18,button,prior,0.138,music,chrome,1470,600,1536,864,FALSE,congnition,it seemed to make the most sense,no,32,f,english,188.358,19.142,3,both
131,performance,100,both,prior,0.333,light,chrome,1213,694,1280,800,FALSE,deductive reasoning,"i pulled the handle and the light turned on, so that was the one i chose.",none. ,41,f,english,114.453,13.657,3,handle
131,performance,100,handle,prior,0.333,light,chrome,1213,694,1280,800,FALSE,deductive reasoning,"i pulled the handle and the light turned on, so that was the one i chose.",none. ,41,f,english,114.453,13.657,3,handle
131,performance,100,button,prior,0.333,light,chrome,1213,694,1280,800,FALSE,deductive reasoning,"i pulled the handle and the light turned on, so that was the one i chose.",none. ,41,f,english,114.453,13.657,3,handle
132,performance,79,both,prior,0.328,music,chrome,1299,637,1366,768,FALSE,no idea,was just a guess,none,28,female,english,159.178,20.779,3,handle
132,performance,87,handle,prior,0.361,music,chrome,1299,637,1366,768,FALSE,no idea,was just a guess,none,28,female,english,159.178,20.779,3,handle
132,performance,75,button,prior,0.311,music,chrome,1299,637,1366,768,FALSE,no idea,was just a guess,none,28,female,english,159.178,20.779,3,handle
133,presentation,100,both,prior,0.658,light,chrome,1316,629,1366,768,FALSE,not sure.,it was guaranteed to have a result.,thank you!,36,m,english,282.283,160.219,3,both
133,presentation,27,button,prior,0.178,light,chrome,1316,629,1366,768,FALSE,not sure.,it was guaranteed to have a result.,thank you!,36,m,english,282.283,160.219,3,both
133,presentation,25,handle,prior,0.164,light,chrome,1316,629,1366,768,FALSE,not sure.,it was guaranteed to have a result.,thank you!,36,m,english,282.283,160.219,3,both
134,learning,100,both,prior,0.498,light,firefox,388,600,408,725,TRUE,how to work the toy,it made the most sense,none,48,f,english,288.668,26.246,3,both
134,learning,1,handle,prior,0.005,light,firefox,388,600,408,725,TRUE,how to work the toy,it made the most sense,none,48,f,english,288.668,26.246,3,both
134,learning,100,button,prior,0.498,light,firefox,388,600,408,725,TRUE,how to work the toy,it made the most sense,none,48,f,english,288.668,26.246,3,both
135,learning,85,button,prior,0.541,music,chrome,1194,600,1600,900,FALSE,understanding mechanisms,i thought it would active what i wanted.,"i answered thoughtfully, good luck!",30,m,english,233.934,24.677,3,both
135,learning,60,both,prior,0.382,music,chrome,1194,600,1600,900,FALSE,understanding mechanisms,i thought it would active what i wanted.,"i answered thoughtfully, good luck!",30,m,english,233.934,24.677,3,both
135,learning,12,handle,prior,0.076,music,chrome,1194,600,1600,900,FALSE,understanding mechanisms,i thought it would active what i wanted.,"i answered thoughtfully, good luck!",30,m,english,233.934,24.677,3,both
136,performance,72,button,prior,0.416,music,firefox,1299,656,1366,768,FALSE,seeing how people reason differently than others.,i feel like a handle pull is a typical action to get a toy to play music.,no issues,33,m,english,402.646,76.486,3,handle
136,performance,73,handle,prior,0.422,music,firefox,1299,656,1366,768,FALSE,seeing how people reason differently than others.,i feel like a handle pull is a typical action to get a toy to play music.,no issues,33,m,english,402.646,76.486,3,handle
136,performance,28,both,prior,0.162,music,firefox,1299,656,1366,768,FALSE,seeing how people reason differently than others.,i feel like a handle pull is a typical action to get a toy to play music.,no issues,33,m,english,402.646,76.486,3,handle
137,nogoal,1,both,prior,0.005,light,firefox,1511,600,1584,990,FALSE,unsure,it seems like the most obvious feature,none,42,m,english,163.087,16.222,3,handle
137,nogoal,100,button,prior,0.498,light,firefox,1511,600,1584,990,FALSE,unsure,it seems like the most obvious feature,none,42,m,english,163.087,16.222,3,handle
137,nogoal,100,handle,prior,0.498,light,firefox,1511,600,1584,990,FALSE,unsure,it seems like the most obvious feature,none,42,m,english,163.087,16.222,3,handle
138,nogoal,31,both,prior,0.218,music,chrome,1533,794,1600,900,FALSE,attention?,because the screen with the music distracted me and changed before i could read it.,"the actual music startled me. i went to turn up the volume to hear if it was an important part of the task, but the page changed before i could read anything. ",33,f,english,274.789,45.862,2,button
138,nogoal,77,button,prior,0.542,music,chrome,1533,794,1600,900,FALSE,attention?,because the screen with the music distracted me and changed before i could read it.,"the actual music startled me. i went to turn up the volume to hear if it was an important part of the task, but the page changed before i could read anything. ",33,f,english,274.789,45.862,2,button
138,nogoal,34,handle,prior,0.239,music,chrome,1533,794,1600,900,FALSE,attention?,because the screen with the music distracted me and changed before i could read it.,"the actual music startled me. i went to turn up the volume to hear if it was an important part of the task, but the page changed before i could read anything. ",33,f,english,274.789,45.862,2,button
139,presentation,61,button,prior,0.296,music,chrome,1215,726,1280,800,FALSE,a study on one's opinion on a great function of a product.,i picked the action at random because i was indifferent about the action.,thanks,26,male,english,443.329,12.343,2,both
139,presentation,75,handle,prior,0.364,music,chrome,1215,726,1280,800,FALSE,a study on one's opinion on a great function of a product.,i picked the action at random because i was indifferent about the action.,thanks,26,male,english,443.329,12.343,2,both
139,presentation,70,both,prior,0.34,music,chrome,1215,726,1280,800,FALSE,a study on one's opinion on a great function of a product.,i picked the action at random because i was indifferent about the action.,thanks,26,male,english,443.329,12.343,2,both
140,learning,73,handle,prior,0.417,music,chrome,1086,600,1152,720,FALSE,how well mturkers pay attention during hits,"if you either press the button or pull the handle you find out what both do (unless it does nothing, then you know you must do both at the same time)",no,25,female,english,217.623,39.945,3,button
140,learning,22,both,prior,0.126,music,chrome,1086,600,1152,720,FALSE,how well mturkers pay attention during hits,"if you either press the button or pull the handle you find out what both do (unless it does nothing, then you know you must do both at the same time)",no,25,female,english,217.623,39.945,3,button
140,learning,80,button,prior,0.457,music,chrome,1086,600,1152,720,FALSE,how well mturkers pay attention during hits,"if you either press the button or pull the handle you find out what both do (unless it does nothing, then you know you must do both at the same time)",no,25,female,english,217.623,39.945,3,button
141,presentation,15,button,prior,0.203,light,chrome,1299,600,1366,768,FALSE,i think it was logic based,all the toys would work if both the handle and button were used.,no,30,f,english,200.698,19.919,3,both
141,presentation,58,handle,prior,0.784,light,chrome,1299,600,1366,768,FALSE,i think it was logic based,all the toys would work if both the handle and button were used.,no,30,f,english,200.698,19.919,3,both
141,presentation,1,both,prior,0.014,light,chrome,1299,600,1366,768,FALSE,i think it was logic based,all the toys would work if both the handle and button were used.,no,30,f,english,200.698,19.919,3,both
142,learning,50,both,prior,0.342,music,chrome,968,600,1920,1080,FALSE,to observe perceptions,to accomplish the task,no,48,m,english,195.802,27.601,3,handle
142,learning,50,handle,prior,0.342,music,chrome,968,600,1920,1080,FALSE,to observe perceptions,to accomplish the task,no,48,m,english,195.802,27.601,3,handle
142,learning,46,button,prior,0.315,music,chrome,968,600,1920,1080,FALSE,to observe perceptions,to accomplish the task,no,48,m,english,195.802,27.601,3,handle
143,learning,84,handle,prior,0.433,light,chrome,1299,662,1366,768,FALSE,decision making,"if i pull the handle it will tell me if the light or the music turns on, then i will know which label goes where depending on what turns on. if nothing happens i will know it is the toy that requires both actions at the same time to produce light and music. ",n/a,31,f,english,250.539,31.008,3,handle
143,learning,88,both,prior,0.454,light,chrome,1299,662,1366,768,FALSE,decision making,"if i pull the handle it will tell me if the light or the music turns on, then i will know which label goes where depending on what turns on. if nothing happens i will know it is the toy that requires both actions at the same time to produce light and music. ",n/a,31,f,english,250.539,31.008,3,handle
143,learning,22,button,prior,0.113,light,chrome,1299,662,1366,768,FALSE,decision making,"if i pull the handle it will tell me if the light or the music turns on, then i will know which label goes where depending on what turns on. if nothing happens i will know it is the toy that requires both actions at the same time to produce light and music. ",n/a,31,f,english,250.539,31.008,3,handle
144,nogoal,54,handle,prior,0.331,music,chrome,883,929,1920,1080,FALSE,i'm not sure,"i still think it could've been any of the 3 toys. but since i didn't know, i knew performing both actions at the same time would help see a result. ",,27,f,english,176.069,24.317,3,both
144,nogoal,54,button,prior,0.331,music,chrome,883,929,1920,1080,FALSE,i'm not sure,"i still think it could've been any of the 3 toys. but since i didn't know, i knew performing both actions at the same time would help see a result. ",,27,f,english,176.069,24.317,3,both
144,nogoal,55,both,prior,0.337,music,chrome,883,929,1920,1080,FALSE,i'm not sure,"i still think it could've been any of the 3 toys. but since i didn't know, i knew performing both actions at the same time would help see a result. ",,27,f,english,176.069,24.317,3,both
145,performance,1,button,prior,0.01,music,chrome,1299,600,1366,768,FALSE,not sure,because buttons are best for music,no,27,male,english,201.928,33.997,3,button
145,performance,100,handle,prior,0.98,music,chrome,1299,600,1366,768,FALSE,not sure,because buttons are best for music,no,27,male,english,201.928,33.997,3,button
145,performance,1,both,prior,0.01,music,chrome,1299,600,1366,768,FALSE,not sure,because buttons are best for music,no,27,male,english,201.928,33.997,3,button
146,performance,79,button,prior,0.444,music,chrome,1373,769,1440,900,FALSE,deductive reasoning,it was the one that was guaranteed to cause music to play no matter what,n/a,30,f,english,237.751,11.368,3,both
146,performance,74,handle,prior,0.416,music,chrome,1373,769,1440,900,FALSE,deductive reasoning,it was the one that was guaranteed to cause music to play no matter what,n/a,30,f,english,237.751,11.368,3,both
146,performance,25,both,prior,0.14,music,chrome,1373,769,1440,900,FALSE,deductive reasoning,it was the one that was guaranteed to cause music to play no matter what,n/a,30,f,english,237.751,11.368,3,both
147,performance,62,both,prior,0.341,light,chrome,1030,530,1366,768,FALSE,memory,it guarantees action,no,27,f ,english,121.83,4.495,3,both
147,performance,55,button,prior,0.302,light,chrome,1030,530,1366,768,FALSE,memory,it guarantees action,no,27,f ,english,121.83,4.495,3,both
147,performance,65,handle,prior,0.357,light,chrome,1030,530,1366,768,FALSE,memory,it guarantees action,no,27,f ,english,121.83,4.495,3,both
148,presentation,58,button,prior,0.272,light,chrome,1651,903,1366,768,FALSE,people make decision on which action to make when there's missing piece. ,turn on both light and music play is better guess than one press or one pull,nope,22,male,english,303.287,21.939,3,both
148,presentation,82,both,prior,0.385,light,chrome,1651,903,1366,768,FALSE,people make decision on which action to make when there's missing piece. ,turn on both light and music play is better guess than one press or one pull,nope,22,male,english,303.287,21.939,3,both
148,presentation,73,handle,prior,0.343,light,chrome,1651,903,1366,768,FALSE,people make decision on which action to make when there's missing piece. ,turn on both light and music play is better guess than one press or one pull,nope,22,male,english,303.287,21.939,3,both
149,presentation,32,button,prior,0.32,music,chrome,1477,600,1680,1050,FALSE,our perceptions of chance,i thought it had the best chance of doing something impressive,no,35,m,english,126.868,22.007,3,both
149,presentation,34,both,prior,0.34,music,chrome,1477,600,1680,1050,FALSE,our perceptions of chance,i thought it had the best chance of doing something impressive,no,35,m,english,126.868,22.007,3,both
149,presentation,34,handle,prior,0.34,music,chrome,1477,600,1680,1050,FALSE,our perceptions of chance,i thought it had the best chance of doing something impressive,no,35,m,english,126.868,22.007,3,both
150,performance,60,handle,prior,0.331,light,chrome,1351,730,1366,768,FALSE,no idea,gut instinct,none,31,male,english ,228.421,41.253,3,both
150,performance,57,button,prior,0.315,light,chrome,1351,730,1366,768,FALSE,no idea,gut instinct,none,31,male,english ,228.421,41.253,3,both
150,performance,64,both,prior,0.354,light,chrome,1351,730,1366,768,FALSE,no idea,gut instinct,none,31,male,english ,228.421,41.253,3,both
151,learning,74,button,prior,0.428,light,chrome,1316,667,1366,768,FALSE,something about logical evaluation,"if i pull the handle either the light comes on, or music plays or nothing happens, so i will know how to label the toy",no,39,m,english,361.93,51.904,2,handle
151,learning,23,both,prior,0.133,light,chrome,1316,667,1366,768,FALSE,something about logical evaluation,"if i pull the handle either the light comes on, or music plays or nothing happens, so i will know how to label the toy",no,39,m,english,361.93,51.904,2,handle
151,learning,76,handle,prior,0.439,light,chrome,1316,667,1366,768,FALSE,something about logical evaluation,"if i pull the handle either the light comes on, or music plays or nothing happens, so i will know how to label the toy",no,39,m,english,361.93,51.904,2,handle
152,performance,71,both,prior,0.318,light,chrome,1870,600,1920,1080,FALSE,guessing,both actions at the same time can do something,no,28,f,english,360.647,13.774,3,both
152,performance,79,button,prior,0.354,light,chrome,1870,600,1920,1080,FALSE,guessing,both actions at the same time can do something,no,28,f,english,360.647,13.774,3,both
152,performance,73,handle,prior,0.327,light,chrome,1870,600,1920,1080,FALSE,guessing,both actions at the same time can do something,no,28,f,english,360.647,13.774,3,both
153,performance,87,handle,prior,0.439,light,chrome,1853,984,1920,1080,FALSE,i am not sure.,so that the light would come on either way.,none.,25,m,english,364.106,145.056,3,both
153,performance,92,button,prior,0.465,light,chrome,1853,984,1920,1080,FALSE,i am not sure.,so that the light would come on either way.,none.,25,m,english,364.106,145.056,3,both
153,performance,19,both,prior,0.096,light,chrome,1853,984,1920,1080,FALSE,i am not sure.,so that the light would come on either way.,none.,25,m,english,364.106,145.056,3,both
154,nogoal,30,button,prior,0.231,light,firefox,884,457,960,540,FALSE,"i am not sure, but i enjoyed it a lot.",i remembered that pulling a handle and pushing a buttons creates music and light.,"everything worked great, thank you!",41,f,english,261.362,22.444,3,both
154,nogoal,72,both,prior,0.554,light,firefox,884,457,960,540,FALSE,"i am not sure, but i enjoyed it a lot.",i remembered that pulling a handle and pushing a buttons creates music and light.,"everything worked great, thank you!",41,f,english,261.362,22.444,3,both
154,nogoal,28,handle,prior,0.215,light,firefox,884,457,960,540,FALSE,"i am not sure, but i enjoyed it a lot.",i remembered that pulling a handle and pushing a buttons creates music and light.,"everything worked great, thank you!",41,f,english,261.362,22.444,3,both
155,performance,54,button,prior,0.329,light,chrome,953,742,1600,900,FALSE,not sure.,seemed logical.,no,48,f,english,245.045,47.886,3,button
155,performance,54,handle,prior,0.329,light,chrome,953,742,1600,900,FALSE,not sure.,seemed logical.,no,48,f,english,245.045,47.886,3,button
155,performance,56,both,prior,0.341,light,chrome,953,742,1600,900,FALSE,not sure.,seemed logical.,no,48,f,english,245.045,47.886,3,button
156,learning,46,button,prior,0.338,light,chrome,1299,600,1366,768,FALSE,perceptions of outcomes,"it led to one, identifiable result",thanks,37,m,english,210.496,31.598,3,handle
156,learning,45,handle,prior,0.331,light,chrome,1299,600,1366,768,FALSE,perceptions of outcomes,"it led to one, identifiable result",thanks,37,m,english,210.496,31.598,3,handle
156,learning,45,both,prior,0.331,light,chrome,1299,600,1366,768,FALSE,perceptions of outcomes,"it led to one, identifiable result",thanks,37,m,english,210.496,31.598,3,handle
157,performance,80,handle,prior,0.563,light,chrome,1327,743,1440,900,FALSE,intuitive design,"because a handle feels like a switch, and that makes me think of light","nope, thank you",51,f,english,158.6,17.068,3,handle
157,performance,61,button,prior,0.43,light,chrome,1327,743,1440,900,FALSE,intuitive design,"because a handle feels like a switch, and that makes me think of light","nope, thank you",51,f,english,158.6,17.068,3,handle
157,performance,1,both,prior,0.007,light,chrome,1327,743,1440,900,FALSE,intuitive design,"because a handle feels like a switch, and that makes me think of light","nope, thank you",51,f,english,158.6,17.068,3,handle
158,performance,23,handle,prior,0.354,light,chrome,578,554,1366,768,FALSE,to see if people can follow instructions,"because, regardless which of the three it was, the light would turn on.",,38,f,english,260.92,22.622,2,both
158,performance,21,both,prior,0.323,light,chrome,578,554,1366,768,FALSE,to see if people can follow instructions,"because, regardless which of the three it was, the light would turn on.",,38,f,english,260.92,22.622,2,both
158,performance,21,button,prior,0.323,light,chrome,578,554,1366,768,FALSE,to see if people can follow instructions,"because, regardless which of the three it was, the light would turn on.",,38,f,english,260.92,22.622,2,both
159,learning,33,handle,prior,0.347,music,chrome,961,600,1280,768,FALSE,reasoning,cause i only pulled the lever and the music played.,no,36,m,english,253.622,35.096,3,handle
159,learning,19,both,prior,0.2,music,chrome,961,600,1280,768,FALSE,reasoning,cause i only pulled the lever and the music played.,no,36,m,english,253.622,35.096,3,handle
