id,condition,slider_value,hypothesis,hypothesis_type,slider_value_normalized,outcome,browser,browser_width,browser_height,screen_width,screen_height,mobile_device,about,why_action,comment,age,gender,first_language,experiment_time,action_trial_time,manip_check_score,social_condition,action_response
85,nogoal,63,handle,prior,0.326,music,chrome,1533,1069,1600,1200,FALSE,decision making,i am curious and want all.,na,24,m,english,89.345,20.529,2,no-social,both
85,nogoal,60,both,prior,0.311,music,chrome,1533,1069,1600,1200,FALSE,decision making,i am curious and want all.,na,24,m,english,89.345,20.529,2,no-social,both
86,learning,23,both,prior,0.172,light,firefox,1299,635,1366,768,FALSE,perceptions,i think it makes the most sense based on past experiences,nope,29,f,english,176.962,31.275,3,no-social,button
86,learning,47,handle,prior,0.351,light,firefox,1299,635,1366,768,FALSE,perceptions,i think it makes the most sense based on past experiences,nope,29,f,english,176.962,31.275,3,no-social,button
86,learning,64,button,prior,0.478,light,firefox,1299,635,1366,768,FALSE,perceptions,i think it makes the most sense based on past experiences,nope,29,f,english,176.962,31.275,3,no-social,button
87,learning,80,button,prior,0.428,light,chrome,1533,769,1600,900,FALSE,folowing instructions,gut feeling and from reading ,no,36,f,english,-3343.742,-3558.432,3,social,both
87,learning,26,handle,prior,0.139,light,chrome,1533,769,1600,900,FALSE,folowing instructions,gut feeling and from reading ,no,36,f,english,-3343.742,-3558.432,3,social,both
87,learning,81,both,prior,0.433,light,chrome,1533,769,1600,900,FALSE,folowing instructions,gut feeling and from reading ,no,36,f,english,-3343.742,-3558.432,3,social,both
88,learning,49,button,prior,0.333,music,chrome,1296,600,1440,900,FALSE,problem solving,just seemed like the easiest thing to do,nope,36,f,english,259.501,55.005,3,no-social,button
88,learning,51,both,prior,0.347,music,chrome,1296,600,1440,900,FALSE,problem solving,just seemed like the easiest thing to do,nope,36,f,english,259.501,55.005,3,no-social,button
88,learning,47,handle,prior,0.32,music,chrome,1296,600,1440,900,FALSE,problem solving,just seemed like the easiest thing to do,nope,36,f,english,259.501,55.005,3,no-social,button
89,nogoal,24,button,prior,0.155,light,chrome,1470,734,1536,864,FALSE,remembering things ,the light switch was usually the lever on the left ,"no, but thank you so much for allowing me to participate!",33,f,english,296.078,33.526,3,social,handle
89,nogoal,89,handle,prior,0.574,light,chrome,1470,734,1536,864,FALSE,remembering things ,the light switch was usually the lever on the left ,"no, but thank you so much for allowing me to participate!",33,f,english,296.078,33.526,3,social,handle
89,nogoal,42,both,prior,0.271,light,chrome,1470,734,1536,864,FALSE,remembering things ,the light switch was usually the lever on the left ,"no, but thank you so much for allowing me to participate!",33,f,english,296.078,33.526,3,social,handle
90,nogoal,73,handle,prior,0.386,light,chrome,1870,600,1920,1080,FALSE,how toys work,most confusing,,64,f,english,206.008,22.578,2,no-social,both
90,nogoal,87,button,prior,0.46,light,chrome,1870,600,1920,1080,FALSE,how toys work,most confusing,,64,f,english,206.008,22.578,2,no-social,both
90,nogoal,29,both,prior,0.153,light,chrome,1870,600,1920,1080,FALSE,how toys work,most confusing,,64,f,english,206.008,22.578,2,no-social,both
91,learning,16,handle,prior,0.125,light,chrome,1299,637,1366,768,FALSE,this task was about understand choice and chance,i selected the action that i did because the made the most sense based on the past toys,none,27,m,english,285.342,32.01,3,no-social,handle
91,learning,28,button,prior,0.219,light,chrome,1299,637,1366,768,FALSE,this task was about understand choice and chance,i selected the action that i did because the made the most sense based on the past toys,none,27,m,english,285.342,32.01,3,no-social,handle
91,learning,84,both,prior,0.656,light,chrome,1299,637,1366,768,FALSE,this task was about understand choice and chance,i selected the action that i did because the made the most sense based on the past toys,none,27,m,english,285.342,32.01,3,no-social,handle
92,learning,38,both,prior,0.268,music,chrome,1533,600,1600,900,FALSE,how to work an easy machine,based on the text given,n/a,26,f,english,436.558,14.065,3,social,both
92,learning,41,handle,prior,0.289,music,chrome,1533,600,1600,900,FALSE,how to work an easy machine,based on the text given,n/a,26,f,english,436.558,14.065,3,social,both
92,learning,63,button,prior,0.444,music,chrome,1533,600,1600,900,FALSE,how to work an easy machine,based on the text given,n/a,26,f,english,436.558,14.065,3,social,both
93,presentation,10,handle,prior,0.083,music,chrome,1853,974,1920,1080,FALSE,n/a,"i'm not really sure, i just decided",n/a,26,m,english,183.824,20.753,3,social,handle
93,presentation,69,both,prior,0.575,music,chrome,1853,974,1920,1080,FALSE,n/a,"i'm not really sure, i just decided",n/a,26,m,english,183.824,20.753,3,social,handle
93,presentation,41,button,prior,0.342,music,chrome,1853,974,1920,1080,FALSE,n/a,"i'm not really sure, i just decided",n/a,26,m,english,183.824,20.753,3,social,handle
94,presentation,81,both,prior,0.351,light,chrome,941,930,1536,864,FALSE,i think this task was about how i recall directions and made my decisions off of my memory.,i decided my action because i try to recall what the button and handle did.,there were no issues or problems while doing this study.,37,f,english,473.742,46.31,3,social,both
94,presentation,72,button,prior,0.312,light,chrome,941,930,1536,864,FALSE,i think this task was about how i recall directions and made my decisions off of my memory.,i decided my action because i try to recall what the button and handle did.,there were no issues or problems while doing this study.,37,f,english,473.742,46.31,3,social,both
94,presentation,78,handle,prior,0.338,light,chrome,941,930,1536,864,FALSE,i think this task was about how i recall directions and made my decisions off of my memory.,i decided my action because i try to recall what the button and handle did.,there were no issues or problems while doing this study.,37,f,english,473.742,46.31,3,social,both
95,learning,94,button,prior,0.862,light,chrome,908,600,1920,1080,FALSE,intuition and function of levers and buttons,i think its more intuitive to press a button to turn on the light.,no,30,m,english,223.504,49.995,3,no-social,button
95,learning,14,handle,prior,0.128,light,chrome,908,600,1920,1080,FALSE,intuition and function of levers and buttons,i think its more intuitive to press a button to turn on the light.,no,30,m,english,223.504,49.995,3,no-social,button
95,learning,1,both,prior,0.009,light,chrome,908,600,1920,1080,FALSE,intuition and function of levers and buttons,i think its more intuitive to press a button to turn on the light.,no,30,m,english,223.504,49.995,3,no-social,button
96,nogoal,11,both,prior,0.059,music,chrome,1176,600,1366,768,FALSE,i dont know,because i remember it,"none, nice survey!",30,f,english,1350.587,208.639,2,no-social,both
96,nogoal,88,handle,prior,0.473,music,chrome,1176,600,1366,768,FALSE,i dont know,because i remember it,"none, nice survey!",30,f,english,1350.587,208.639,2,no-social,both
96,nogoal,87,button,prior,0.468,music,chrome,1176,600,1366,768,FALSE,i dont know,because i remember it,"none, nice survey!",30,f,english,1350.587,208.639,2,no-social,both
97,presentation,83,both,prior,0.55,music,chrome,1613,919,1680,1050,FALSE,impressing boss man,it had music and lights,no,26,m,english,181.223,27.861,2,social,both
97,presentation,27,handle,prior,0.179,music,chrome,1613,919,1680,1050,FALSE,impressing boss man,it had music and lights,no,26,m,english,181.223,27.861,2,social,both
97,presentation,41,button,prior,0.272,music,chrome,1613,919,1680,1050,FALSE,impressing boss man,it had music and lights,no,26,m,english,181.223,27.861,2,social,both
98,nogoal,83,button,prior,0.532,light,chrome,1285,600,1680,1050,FALSE,no idea,handle is more interesting ,,40,f,english,247.837,43.139,3,no-social,handle
98,nogoal,1,both,prior,0.006,light,chrome,1285,600,1680,1050,FALSE,no idea,handle is more interesting ,,40,f,english,247.837,43.139,3,no-social,handle
98,nogoal,72,handle,prior,0.462,light,chrome,1285,600,1680,1050,FALSE,no idea,handle is more interesting ,,40,f,english,247.837,43.139,3,no-social,handle
99,nogoal,1,button,prior,0.008,music,firefox,1367,600,1429,804,FALSE,absolutely no clue ,it semeed right ,no,29,f,english,115.16,15.223,3,social,button
99,nogoal,49,both,prior,0.402,music,firefox,1367,600,1429,804,FALSE,absolutely no clue ,it semeed right ,no,29,f,english,115.16,15.223,3,social,button
99,nogoal,72,handle,prior,0.59,music,firefox,1367,600,1429,804,FALSE,absolutely no clue ,it semeed right ,no,29,f,english,115.16,15.223,3,social,button
100,nogoal,90,button,prior,0.526,light,chrome,1870,600,1920,1080,FALSE,logic,"i could have pushed the button or pulled the handle to figure out the answer, but i prefer to push buttons.",,44,f,english,295.534,37.559,3,social,button
100,nogoal,26,both,prior,0.152,light,chrome,1870,600,1920,1080,FALSE,logic,"i could have pushed the button or pulled the handle to figure out the answer, but i prefer to push buttons.",,44,f,english,295.534,37.559,3,social,button
100,nogoal,55,handle,prior,0.322,light,chrome,1870,600,1920,1080,FALSE,logic,"i could have pushed the button or pulled the handle to figure out the answer, but i prefer to push buttons.",,44,f,english,295.534,37.559,3,social,button
101,nogoal,63,button,prior,0.333,light,chrome,1186,600,1280,800,FALSE,not really sure,beucase both does the same effect,nope,29,female,english,270.72,12.554,3,social,both
101,nogoal,65,handle,prior,0.344,light,chrome,1186,600,1280,800,FALSE,not really sure,beucase both does the same effect,nope,29,female,english,270.72,12.554,3,social,both
101,nogoal,61,both,prior,0.323,light,chrome,1186,600,1280,800,FALSE,not really sure,beucase both does the same effect,nope,29,female,english,270.72,12.554,3,social,both
102,learning,15,both,prior,0.094,music,chrome,1299,600,1366,768,FALSE,figure out how people will do,it's the easiest,no,22,f,english,201.461,45.371,3,social,handle
102,learning,60,button,prior,0.375,music,chrome,1299,600,1366,768,FALSE,figure out how people will do,it's the easiest,no,22,f,english,201.461,45.371,3,social,handle
102,learning,85,handle,prior,0.531,music,chrome,1299,600,1366,768,FALSE,figure out how people will do,it's the easiest,no,22,f,english,201.461,45.371,3,social,handle
103,learning,52,button,prior,0.329,light,chrome,1630,600,1680,1050,FALSE,it's a logic test,"the handle would either turn the light on, the music on or do nothing.  based on that info you could figure out which toy it was.",,45,m,english,177.07,27.974,3,no-social,handle
103,learning,53,both,prior,0.335,light,chrome,1630,600,1680,1050,FALSE,it's a logic test,"the handle would either turn the light on, the music on or do nothing.  based on that info you could figure out which toy it was.",,45,m,english,177.07,27.974,3,no-social,handle
103,learning,53,handle,prior,0.335,light,chrome,1630,600,1680,1050,FALSE,it's a logic test,"the handle would either turn the light on, the music on or do nothing.  based on that info you could figure out which toy it was.",,45,m,english,177.07,27.974,3,no-social,handle
104,learning,92,button,prior,0.489,light,chrome,1870,600,1920,1080,FALSE,decision making,"if did handle and button, and both came on, it wouldnt tell me what did what",no,37,m,english,186.727,51.886,3,social,button
104,learning,86,handle,prior,0.457,light,chrome,1870,600,1920,1080,FALSE,decision making,"if did handle and button, and both came on, it wouldnt tell me what did what",no,37,m,english,186.727,51.886,3,social,button
104,learning,10,both,prior,0.053,light,chrome,1870,600,1920,1080,FALSE,decision making,"if did handle and button, and both came on, it wouldnt tell me what did what",no,37,m,english,186.727,51.886,3,social,button
105,performance,64,handle,prior,0.322,music,chrome,1293,600,1360,768,FALSE,no clue,because made sense to do both actions at once ,n/a,47,female,english,236.069,17.865,3,social,both
105,performance,69,button,prior,0.347,music,chrome,1293,600,1360,768,FALSE,no clue,because made sense to do both actions at once ,n/a,47,female,english,236.069,17.865,3,social,both
105,performance,66,both,prior,0.332,music,chrome,1293,600,1360,768,FALSE,no clue,because made sense to do both actions at once ,n/a,47,female,english,236.069,17.865,3,social,both
106,presentation,13,button,prior,0.068,music,chrome,844,906,1920,1080,FALSE,not sure,both would be more impressive,no,55,f,english,210.71,22.206,3,social,both
106,presentation,85,handle,prior,0.447,music,chrome,844,906,1920,1080,FALSE,not sure,both would be more impressive,no,55,f,english,210.71,22.206,3,social,both
106,presentation,92,both,prior,0.484,music,chrome,844,906,1920,1080,FALSE,not sure,both would be more impressive,no,55,f,english,210.71,22.206,3,social,both
107,presentation,83,button,prior,0.305,music,firefox,1299,600,1366,768,FALSE,what route people would do to impress someone,i want to do what i felt would impress my boss,nope,34,f,english,417.805,100.781,3,social,both
107,presentation,91,both,prior,0.335,music,firefox,1299,600,1366,768,FALSE,what route people would do to impress someone,i want to do what i felt would impress my boss,nope,34,f,english,417.805,100.781,3,social,both
107,presentation,98,handle,prior,0.36,music,firefox,1299,600,1366,768,FALSE,what route people would do to impress someone,i want to do what i felt would impress my boss,nope,34,f,english,417.805,100.781,3,social,both
108,performance,1,button,prior,0.048,light,chrome,1470,734,1536,864,FALSE,i am not certain,it seemed more involved for the reward,,29,m,english,113.001,11.252,2,no-social,handle
108,performance,9,handle,prior,0.429,light,chrome,1470,734,1536,864,FALSE,i am not certain,it seemed more involved for the reward,,29,m,english,113.001,11.252,2,no-social,handle
108,performance,11,both,prior,0.524,light,chrome,1470,734,1536,864,FALSE,i am not certain,it seemed more involved for the reward,,29,m,english,113.001,11.252,2,no-social,handle
109,presentation,21,handle,prior,0.186,light,chrome,1342,857,1920,1080,FALSE,i'm not sure. ,i thought it would  be more impressive. ,no,25,male,english,162.422,21.483,3,social,both
109,presentation,1,both,prior,0.009,light,chrome,1342,857,1920,1080,FALSE,i'm not sure. ,i thought it would  be more impressive. ,no,25,male,english,162.422,21.483,3,social,both
109,presentation,91,button,prior,0.805,light,chrome,1342,857,1920,1080,FALSE,i'm not sure. ,i thought it would  be more impressive. ,no,25,male,english,162.422,21.483,3,social,both
110,nogoal,100,handle,prior,0.493,music,chrome,1772,600,1366,768,FALSE,if labels are necessary,it made the most sense,no,22,female,english,148.195,37.931,0,social,handle
110,nogoal,48,both,prior,0.236,music,chrome,1772,600,1366,768,FALSE,if labels are necessary,it made the most sense,no,22,female,english,148.195,37.931,0,social,handle
110,nogoal,55,button,prior,0.271,music,chrome,1772,600,1366,768,FALSE,if labels are necessary,it made the most sense,no,22,female,english,148.195,37.931,0,social,handle
111,learning,49,handle,prior,0.329,light,chrome,1870,600,1920,1080,FALSE,no idea,either pull the handle or press the button would have worked to decide which box it was ,no,32,m,english,252.946,33.715,3,no-social,handle
111,learning,50,button,prior,0.336,light,chrome,1870,600,1920,1080,FALSE,no idea,either pull the handle or press the button would have worked to decide which box it was ,no,32,m,english,252.946,33.715,3,no-social,handle
111,learning,50,both,prior,0.336,light,chrome,1870,600,1920,1080,FALSE,no idea,either pull the handle or press the button would have worked to decide which box it was ,no,32,m,english,252.946,33.715,3,no-social,handle
112,learning,30,button,prior,0.316,music,chrome,1533,600,1600,900,FALSE,unsure,because it was the logical decision,no,23,0,english,118.31,14.561,2,no-social,handle
112,learning,31,handle,prior,0.326,music,chrome,1533,600,1600,900,FALSE,unsure,because it was the logical decision,no,23,0,english,118.31,14.561,2,no-social,handle
112,learning,34,both,prior,0.358,music,chrome,1533,600,1600,900,FALSE,unsure,because it was the logical decision,no,23,0,english,118.31,14.561,2,no-social,handle
113,performance,27,handle,prior,0.169,light,chrome,1299,600,1366,768,FALSE,logic and reasoining.,because i could figure out which toy it was based on what happened or didn't happen.,no,47,m,english,240.76,32.809,3,no-social,handle
113,performance,100,both,prior,0.625,light,chrome,1299,600,1366,768,FALSE,logic and reasoining.,because i could figure out which toy it was based on what happened or didn't happen.,no,47,m,english,240.76,32.809,3,no-social,handle
113,performance,33,button,prior,0.206,light,chrome,1299,600,1366,768,FALSE,logic and reasoining.,because i could figure out which toy it was based on what happened or didn't happen.,no,47,m,english,240.76,32.809,3,no-social,handle
114,nogoal,34,both,prior,0.178,light,chrome,1533,834,1600,900,FALSE,no clue,seemed logical,no,33,f,english,154.16,20.995,3,no-social,handle
114,nogoal,68,button,prior,0.356,light,chrome,1533,834,1600,900,FALSE,no clue,seemed logical,no,33,f,english,154.16,20.995,3,no-social,handle
114,nogoal,89,handle,prior,0.466,light,chrome,1533,834,1600,900,FALSE,no clue,seemed logical,no,33,f,english,154.16,20.995,3,no-social,handle
115,nogoal,50,handle,prior,0.34,light,chrome,1230,600,1280,800,FALSE,not sure,wasn't sure what to do,,23,f,english,320.672,18.319,3,social,both
115,nogoal,47,both,prior,0.32,light,chrome,1230,600,1280,800,FALSE,not sure,wasn't sure what to do,,23,f,english,320.672,18.319,3,social,both
115,nogoal,50,button,prior,0.34,light,chrome,1230,600,1280,800,FALSE,not sure,wasn't sure what to do,,23,f,english,320.672,18.319,3,social,both
116,presentation,34,both,prior,0.233,light,chrome,1084,597,1280,768,FALSE,directions ,because it made it easier than trying to figure out just one to choose. ,everything was good ,45,f,english ,251.615,32.408,3,social,both
116,presentation,56,handle,prior,0.384,light,chrome,1084,597,1280,768,FALSE,directions ,because it made it easier than trying to figure out just one to choose. ,everything was good ,45,f,english ,251.615,32.408,3,social,both
116,presentation,56,button,prior,0.384,light,chrome,1084,597,1280,768,FALSE,directions ,because it made it easier than trying to figure out just one to choose. ,everything was good ,45,f,english ,251.615,32.408,3,social,both
117,nogoal,50,button,prior,0.323,music,chrome,1870,600,1920,1080,FALSE,decision making in the moment based on preferences?,so i could utilize both features,no,31,f,english,284.96,50.727,2,no-social,both
117,nogoal,55,both,prior,0.355,music,chrome,1870,600,1920,1080,FALSE,decision making in the moment based on preferences?,so i could utilize both features,no,31,f,english,284.96,50.727,2,no-social,both
117,nogoal,50,handle,prior,0.323,music,chrome,1870,600,1920,1080,FALSE,decision making in the moment based on preferences?,so i could utilize both features,no,31,f,english,284.96,50.727,2,no-social,both
118,performance,90,handle,prior,0.57,light,chrome,1213,600,1280,720,FALSE,not sure,the handle was for the light to turn on.,no,31,m,english,288.659,54.968,1,social,handle
118,performance,15,both,prior,0.095,light,chrome,1213,600,1280,720,FALSE,not sure,the handle was for the light to turn on.,no,31,m,english,288.659,54.968,1,social,handle
118,performance,53,button,prior,0.335,light,chrome,1213,600,1280,720,FALSE,not sure,the handle was for the light to turn on.,no,31,m,english,288.659,54.968,1,social,handle
119,learning,96,both,prior,0.33,music,firefox,1074,600,1138,640,FALSE,i don't know.  maybe to test deductive reasoning.,"choosing only one option might not tell me what mechanism did what.  but in all three toys, pressing both mechanisms at the same time produced music and light.  ",no,39,female,english,387.94,75.948,3,no-social,both
119,learning,97,button,prior,0.333,music,firefox,1074,600,1138,640,FALSE,i don't know.  maybe to test deductive reasoning.,"choosing only one option might not tell me what mechanism did what.  but in all three toys, pressing both mechanisms at the same time produced music and light.  ",no,39,female,english,387.94,75.948,3,no-social,both
119,learning,98,handle,prior,0.337,music,firefox,1074,600,1138,640,FALSE,i don't know.  maybe to test deductive reasoning.,"choosing only one option might not tell me what mechanism did what.  but in all three toys, pressing both mechanisms at the same time produced music and light.  ",no,39,female,english,387.94,75.948,3,no-social,both
120,learning,53,button,prior,0.331,music,firefox,1230,600,1280,1024,FALSE,i am not totally sure.,i knew pulling both in any scenario would turn botht the light and music on.,"nothing broken, everything worked great.",34,m,english,260.351,28.633,3,social,both
120,learning,53,handle,prior,0.331,music,firefox,1230,600,1280,1024,FALSE,i am not totally sure.,i knew pulling both in any scenario would turn botht the light and music on.,"nothing broken, everything worked great.",34,m,english,260.351,28.633,3,social,both
120,learning,54,both,prior,0.338,music,firefox,1230,600,1280,1024,FALSE,i am not totally sure.,i knew pulling both in any scenario would turn botht the light and music on.,"nothing broken, everything worked great.",34,m,english,260.351,28.633,3,social,both
121,performance,82,both,prior,0.394,music,chrome,741,758,1536,864,FALSE,understanding and following directions,i think the red button was the best way to get music to play,no,34,f,english,223.738,20.975,3,no-social,button
121,performance,47,handle,prior,0.226,music,chrome,741,758,1536,864,FALSE,understanding and following directions,i think the red button was the best way to get music to play,no,34,f,english,223.738,20.975,3,no-social,button
121,performance,79,button,prior,0.38,music,chrome,741,758,1536,864,FALSE,understanding and following directions,i think the red button was the best way to get music to play,no,34,f,english,223.738,20.975,3,no-social,button
122,presentation,87,handle,prior,0.47,light,chrome,1299,600,1366,768,FALSE,labels,i figured odds are that it would do something,,52,f,english,196.581,23.384,2,social,both
122,presentation,90,both,prior,0.486,light,chrome,1299,600,1366,768,FALSE,labels,i figured odds are that it would do something,,52,f,english,196.581,23.384,2,social,both
122,presentation,8,button,prior,0.043,light,chrome,1299,600,1366,768,FALSE,labels,i figured odds are that it would do something,,52,f,english,196.581,23.384,2,social,both
123,presentation,78,both,prior,0.364,light,chrome,1471,797,1536,864,FALSE,to see what risk people are willing to do based on certain odds,i was trying to do what usually made at least one thing happen,,34,f,english,208.326,23.421,3,social,both
123,presentation,85,button,prior,0.397,light,chrome,1471,797,1536,864,FALSE,to see what risk people are willing to do based on certain odds,i was trying to do what usually made at least one thing happen,,34,f,english,208.326,23.421,3,social,both
123,presentation,51,handle,prior,0.238,light,chrome,1471,797,1536,864,FALSE,to see what risk people are willing to do based on certain odds,i was trying to do what usually made at least one thing happen,,34,f,english,208.326,23.421,3,social,both
124,learning,85,handle,prior,0.467,music,chrome,1473,779,1920,1080,FALSE,to see if i can understand instructions,i'm not sure,no,44,f,english,206.667,36.539,3,social,both
124,learning,15,both,prior,0.082,music,chrome,1473,779,1920,1080,FALSE,to see if i can understand instructions,i'm not sure,no,44,f,english,206.667,36.539,3,social,both
124,learning,82,button,prior,0.451,music,chrome,1473,779,1920,1080,FALSE,to see if i can understand instructions,i'm not sure,no,44,f,english,206.667,36.539,3,social,both
125,performance,22,both,prior,0.116,light,chrome,892,600,1920,1080,FALSE,unsure,i thought it made the most sense given the previous directions ,no,31,m,english,152.07,18.59,3,no-social,handle
125,performance,87,button,prior,0.458,light,chrome,892,600,1920,1080,FALSE,unsure,i thought it made the most sense given the previous directions ,no,31,m,english,152.07,18.59,3,no-social,handle
125,performance,81,handle,prior,0.426,light,chrome,892,600,1920,1080,FALSE,unsure,i thought it made the most sense given the previous directions ,no,31,m,english,152.07,18.59,3,no-social,handle
126,nogoal,79,button,prior,0.409,light,chrome,1141,600,1280,800,FALSE,the purpose of this task was to determine my views and beliefs. ,this action would eliminate a lot of possible choices. ,n/a,27,male,english,570.366,172.701,3,no-social,both
126,nogoal,64,handle,prior,0.332,light,chrome,1141,600,1280,800,FALSE,the purpose of this task was to determine my views and beliefs. ,this action would eliminate a lot of possible choices. ,n/a,27,male,english,570.366,172.701,3,no-social,both
126,nogoal,50,both,prior,0.259,light,chrome,1141,600,1280,800,FALSE,the purpose of this task was to determine my views and beliefs. ,this action would eliminate a lot of possible choices. ,n/a,27,male,english,570.366,172.701,3,no-social,both
127,performance,60,handle,prior,0.314,music,chrome,893,932,1920,1080,FALSE,critical thinking,it was the only action ever said to turn on both,no,36,m,english,130.902,16.975,3,social,both
127,performance,68,both,prior,0.356,music,chrome,893,932,1920,1080,FALSE,critical thinking,it was the only action ever said to turn on both,no,36,m,english,130.902,16.975,3,social,both
127,performance,63,button,prior,0.33,music,chrome,893,932,1920,1080,FALSE,critical thinking,it was the only action ever said to turn on both,no,36,m,english,130.902,16.975,3,social,both
128,learning,39,button,prior,0.317,music,chrome,1471,735,1536,864,FALSE,not sure. ,"either the button or handle would give the answer, and i chose the first on the list. ",none,38,f,english,195.399,34,3,social,button
128,learning,41,handle,prior,0.333,music,chrome,1471,735,1536,864,FALSE,not sure. ,"either the button or handle would give the answer, and i chose the first on the list. ",none,38,f,english,195.399,34,3,social,button
128,learning,43,both,prior,0.35,music,chrome,1471,735,1536,864,FALSE,not sure. ,"either the button or handle would give the answer, and i chose the first on the list. ",none,38,f,english,195.399,34,3,social,button
129,performance,49,handle,prior,0.329,music,chrome,1533,600,1600,900,FALSE,i have no idea what the task was about.,pulling the lever and pushing the button turns everything on,there was one part where i was sent back to the page with the sliders.,55,m,english,310.047,27.022,3,social,both
129,performance,50,button,prior,0.336,music,chrome,1533,600,1600,900,FALSE,i have no idea what the task was about.,pulling the lever and pushing the button turns everything on,there was one part where i was sent back to the page with the sliders.,55,m,english,310.047,27.022,3,social,both
129,performance,50,both,prior,0.336,music,chrome,1533,600,1600,900,FALSE,i have no idea what the task was about.,pulling the lever and pushing the button turns everything on,there was one part where i was sent back to the page with the sliders.,55,m,english,310.047,27.022,3,social,both
130,nogoal,79,handle,prior,0.427,music,chrome,1299,662,1366,768,FALSE,idk,becuas eit felt the most right,no,31,female,english,128.219,26.233,3,no-social,button
130,nogoal,61,both,prior,0.33,music,chrome,1299,662,1366,768,FALSE,idk,becuas eit felt the most right,no,31,female,english,128.219,26.233,3,no-social,button
130,nogoal,45,button,prior,0.243,music,chrome,1299,662,1366,768,FALSE,idk,becuas eit felt the most right,no,31,female,english,128.219,26.233,3,no-social,button
131,nogoal,16,button,prior,0.32,light,chrome,1230,600,1280,1024,FALSE,i don't know.,i thought it was best.,pay more.,44,male,english,152.267,22.604,0,social,both
131,nogoal,17,handle,prior,0.34,light,chrome,1230,600,1280,1024,FALSE,i don't know.,i thought it was best.,pay more.,44,male,english,152.267,22.604,0,social,both
131,nogoal,17,both,prior,0.34,light,chrome,1230,600,1280,1024,FALSE,i don't know.,i thought it was best.,pay more.,44,male,english,152.267,22.604,0,social,both
132,nogoal,1,both,prior,0.01,light,chrome,1038,600,1920,1080,FALSE,i really don't know,because it just seemed reasonable to do it that way,none,51,m,english,218.732,29.807,3,social,button
132,nogoal,2,handle,prior,0.019,light,chrome,1038,600,1920,1080,FALSE,i really don't know,because it just seemed reasonable to do it that way,none,51,m,english,218.732,29.807,3,social,button
132,nogoal,100,button,prior,0.971,light,chrome,1038,600,1920,1080,FALSE,i really don't know,because it just seemed reasonable to do it that way,none,51,m,english,218.732,29.807,3,social,button
133,learning,75,button,prior,0.581,light,chrome,1012,600,1536,864,FALSE,deductive reasoning,seemed like the most logical,,30,male,english ,115.585,11.479,1,no-social,handle
133,learning,23,handle,prior,0.178,light,chrome,1012,600,1536,864,FALSE,deductive reasoning,seemed like the most logical,,30,male,english ,115.585,11.479,1,no-social,handle
133,learning,31,both,prior,0.24,light,chrome,1012,600,1536,864,FALSE,deductive reasoning,seemed like the most logical,,30,male,english ,115.585,11.479,1,no-social,handle
134,performance,45,button,prior,0.326,music,chrome,1219,633,1920,1080,FALSE,i dont know,i felt like it was the right one,no,32,female,english,98.344,20.447,0,social,handle
134,performance,46,both,prior,0.333,music,chrome,1219,633,1920,1080,FALSE,i dont know,i felt like it was the right one,no,32,female,english,98.344,20.447,0,social,handle
134,performance,47,handle,prior,0.341,music,chrome,1219,633,1920,1080,FALSE,i dont know,i felt like it was the right one,no,32,female,english,98.344,20.447,0,social,handle
135,nogoal,24,both,prior,0.124,light,chrome,1299,637,1366,768,FALSE,toy instruction ,because it will light the light and play music with the 3 different toys,good survey,23,male,english,264.76,72.522,3,no-social,both
135,nogoal,96,button,prior,0.497,light,chrome,1299,637,1366,768,FALSE,toy instruction ,because it will light the light and play music with the 3 different toys,good survey,23,male,english,264.76,72.522,3,no-social,both
135,nogoal,73,handle,prior,0.378,light,chrome,1299,637,1366,768,FALSE,toy instruction ,because it will light the light and play music with the 3 different toys,good survey,23,male,english,264.76,72.522,3,no-social,both
136,learning,70,button,prior,0.366,music,chrome,1533,769,1600,900,FALSE,attention to detail ,because i felt that it was correct ,,26,f,english,233.646,84.579,3,no-social,handle
136,learning,32,handle,prior,0.168,music,chrome,1533,769,1600,900,FALSE,attention to detail ,because i felt that it was correct ,,26,f,english,233.646,84.579,3,no-social,handle
136,learning,89,both,prior,0.466,music,chrome,1533,769,1600,900,FALSE,attention to detail ,because i felt that it was correct ,,26,f,english,233.646,84.579,3,no-social,handle
137,performance,37,both,prior,0.33,light,chrome,1299,637,1366,768,FALSE,how people make decisions.,i figured it was my best chance to make the box do something since 2/3 tasks work that way.,thank you for allowing me to participate in your study.,36,f,english,198.695,13.706,3,social,both
137,performance,38,button,prior,0.339,light,chrome,1299,637,1366,768,FALSE,how people make decisions.,i figured it was my best chance to make the box do something since 2/3 tasks work that way.,thank you for allowing me to participate in your study.,36,f,english,198.695,13.706,3,social,both
137,performance,37,handle,prior,0.33,light,chrome,1299,637,1366,768,FALSE,how people make decisions.,i figured it was my best chance to make the box do something since 2/3 tasks work that way.,thank you for allowing me to participate in your study.,36,f,english,198.695,13.706,3,social,both
138,nogoal,75,handle,prior,0.439,music,chrome,1299,600,1366,768,FALSE,not sure,"i figured whatever it did, i would get my answer",nothing to add,37,m,english,175.162,33.477,3,social,handle
138,nogoal,73,button,prior,0.427,music,chrome,1299,600,1366,768,FALSE,not sure,"i figured whatever it did, i would get my answer",nothing to add,37,m,english,175.162,33.477,3,social,handle
