id,condition,slider_value,hypothesis,hypothesis_type,slider_value_normalized,outcome,browser,browser_width,browser_height,screen_width,screen_height,mobile_device,about,comment,age,gender,first_language,experiment_time,action_trial_time,manip_check_score,action_response
61,nogoal,94,button,prior,0.94,light,chrome,1299,637,1366,768,FALSE,i believe this task was to ensure to read the directions before playing this game and understanding the type of result that you want to have.,everything ran smooth.,69,m,english,347.122,25.918,2,both
61,nogoal,5,both,prior,0.05,light,chrome,1299,637,1366,768,FALSE,i believe this task was to ensure to read the directions before playing this game and understanding the type of result that you want to have.,everything ran smooth.,69,m,english,347.122,25.918,2,both
61,nogoal,1,handle,prior,0.01,light,chrome,1299,637,1366,768,FALSE,i believe this task was to ensure to read the directions before playing this game and understanding the type of result that you want to have.,everything ran smooth.,69,m,english,347.122,25.918,2,both
62,learning,43,handle,prior,0.426,light,chrome,420,953,1920,1080,FALSE,a toy machine,nope,31,m,english,201.736,30.373,2,handle
62,learning,57,button,prior,0.564,light,chrome,420,953,1920,1080,FALSE,a toy machine,nope,31,m,english,201.736,30.373,2,handle
62,learning,1,both,prior,0.01,light,chrome,420,953,1920,1080,FALSE,a toy machine,nope,31,m,english,201.736,30.373,2,handle
63,presentation,1,button,prior,0.01,light,chrome,1390,662,1440,900,FALSE,interpreting/studying cognitive abilities ,no,27,m,english,357.102,45.563,3,both
63,presentation,1,handle,prior,0.01,light,chrome,1390,662,1440,900,FALSE,interpreting/studying cognitive abilities ,no,27,m,english,357.102,45.563,3,both
63,presentation,100,both,prior,0.98,light,chrome,1390,662,1440,900,FALSE,interpreting/studying cognitive abilities ,no,27,m,english,357.102,45.563,3,both
64,presentation,37,handle,prior,0.352,music,chrome,1299,600,1366,768,FALSE,making logical inferences,everything worked. loved the music!,58,f,english,240.736,20.314,3,both
64,presentation,1,both,prior,0.01,music,chrome,1299,600,1366,768,FALSE,making logical inferences,everything worked. loved the music!,58,f,english,240.736,20.314,3,both
64,presentation,67,button,prior,0.638,music,chrome,1299,600,1366,768,FALSE,making logical inferences,everything worked. loved the music!,58,f,english,240.736,20.314,3,both
65,presentation,31,both,prior,0.161,music,chrome,1087,600,1920,1080,FALSE,studying how people reason mechanically,no comments,30,male,english,212.018,16.996,3,both
65,presentation,80,button,prior,0.417,music,chrome,1087,600,1920,1080,FALSE,studying how people reason mechanically,no comments,30,male,english,212.018,16.996,3,both
65,presentation,81,handle,prior,0.422,music,chrome,1087,600,1920,1080,FALSE,studying how people reason mechanically,no comments,30,male,english,212.018,16.996,3,both
66,learning,49,button,prior,0.368,music,chrome,1163,600,1280,800,FALSE,logical reasoning,i do not have any comments.,31,m,english,453.075,135.265,3,both
66,learning,83,handle,prior,0.624,music,chrome,1163,600,1280,800,FALSE,logical reasoning,i do not have any comments.,31,m,english,453.075,135.265,3,both
66,learning,1,both,prior,0.008,music,chrome,1163,600,1280,800,FALSE,logical reasoning,i do not have any comments.,31,m,english,453.075,135.265,3,both
67,nogoal,23,both,prior,0.126,music,chrome,1853,949,1920,1080,FALSE,determining different pattern combinations that result in a set  outcome: music and light,everything worked fine.,34,m,english,299.752,15.602,3,both
67,nogoal,70,handle,prior,0.385,music,chrome,1853,949,1920,1080,FALSE,determining different pattern combinations that result in a set  outcome: music and light,everything worked fine.,34,m,english,299.752,15.602,3,both
67,nogoal,89,button,prior,0.489,music,chrome,1853,949,1920,1080,FALSE,determining different pattern combinations that result in a set  outcome: music and light,everything worked fine.,34,m,english,299.752,15.602,3,both
68,presentation,18,handle,prior,0.093,light,safari,509,600,375,667,TRUE,marketing for a new toy,no improvements needed,33,m,english ,244.32,34.522,1,button
68,presentation,89,both,prior,0.461,light,safari,509,600,375,667,TRUE,marketing for a new toy,no improvements needed,33,m,english ,244.32,34.522,1,button
68,presentation,86,button,prior,0.446,light,safari,509,600,375,667,TRUE,marketing for a new toy,no improvements needed,33,m,english ,244.32,34.522,1,button
69,presentation,73,button,prior,0.503,music,chrome,1470,600,1536,864,FALSE,"that people might favor the toy  they saw first, maybe?",,34,male,english,262.639,40.061,3,both
69,presentation,35,handle,prior,0.241,music,chrome,1470,600,1536,864,FALSE,"that people might favor the toy  they saw first, maybe?",,34,male,english,262.639,40.061,3,both
69,presentation,37,both,prior,0.255,music,chrome,1470,600,1536,864,FALSE,"that people might favor the toy  they saw first, maybe?",,34,male,english,262.639,40.061,3,both
70,learning,55,button,prior,0.314,light,chrome,1176,602,1366,768,FALSE,memory,,27,f ,english,196.348,20.743,2,both
70,learning,57,handle,prior,0.326,light,chrome,1176,602,1366,768,FALSE,memory,,27,f ,english,196.348,20.743,2,both
70,learning,63,both,prior,0.36,light,chrome,1176,602,1366,768,FALSE,memory,,27,f ,english,196.348,20.743,2,both
71,learning,22,handle,prior,0.289,music,chrome,647,647,1366,768,FALSE,how to make things work?,no,42,f,english,198.473,17.741,3,both
71,learning,27,both,prior,0.355,music,chrome,647,647,1366,768,FALSE,how to make things work?,no,42,f,english,198.473,17.741,3,both
71,learning,27,button,prior,0.355,music,chrome,647,647,1366,768,FALSE,how to make things work?,no,42,f,english,198.473,17.741,3,both
72,learning,59,button,prior,0.527,light,chrome,1870,600,1920,1080,FALSE,logical decision making,n/a,26,m,english,233.5,48.193,3,handle
72,learning,37,both,prior,0.33,light,chrome,1870,600,1920,1080,FALSE,logical decision making,n/a,26,m,english,233.5,48.193,3,handle
72,learning,16,handle,prior,0.143,light,chrome,1870,600,1920,1080,FALSE,logical decision making,n/a,26,m,english,233.5,48.193,3,handle
73,learning,1,button,prior,0.333,music,chrome,1299,600,1366,768,FALSE,decision making ,n/a,26,m,english,210.423,33.511,3,handle
73,learning,1,handle,prior,0.333,music,chrome,1299,600,1366,768,FALSE,decision making ,n/a,26,m,english,210.423,33.511,3,handle
73,learning,1,both,prior,0.333,music,chrome,1299,600,1366,768,FALSE,decision making ,n/a,26,m,english,210.423,33.511,3,handle
74,performance,72,handle,prior,0.409,light,chrome,866,1041,1920,1080,FALSE,our views on a toy,no,33,f,english,178.262,18.543,3,both
74,performance,85,both,prior,0.483,light,chrome,866,1041,1920,1080,FALSE,our views on a toy,no,33,f,english,178.262,18.543,3,both
74,performance,19,button,prior,0.108,light,chrome,866,1041,1920,1080,FALSE,our views on a toy,no,33,f,english,178.262,18.543,3,both
75,learning,71,button,prior,0.326,music,chrome,1299,662,1366,768,FALSE,reasoning?,when i tried to scroll down one of the pages advanced unexpectedly on me and i feel like it affected my answer on the last scenario of question,43,f,english,365.839,53.467,3,handle
75,learning,63,both,prior,0.289,music,chrome,1299,662,1366,768,FALSE,reasoning?,when i tried to scroll down one of the pages advanced unexpectedly on me and i feel like it affected my answer on the last scenario of question,43,f,english,365.839,53.467,3,handle
75,learning,84,handle,prior,0.385,music,chrome,1299,662,1366,768,FALSE,reasoning?,when i tried to scroll down one of the pages advanced unexpectedly on me and i feel like it affected my answer on the last scenario of question,43,f,english,365.839,53.467,3,handle
76,learning,73,button,prior,0.315,light,chrome,1533,769,1600,900,FALSE,reasoning,all worked fine.,55,m,english,212.684,20.975,3,button
76,learning,73,handle,prior,0.315,light,chrome,1533,769,1600,900,FALSE,reasoning,all worked fine.,55,m,english,212.684,20.975,3,button
76,learning,86,both,prior,0.371,light,chrome,1533,769,1600,900,FALSE,reasoning,all worked fine.,55,m,english,212.684,20.975,3,button
77,nogoal,27,handle,prior,0.346,music,chrome,1299,600,1366,768,FALSE,probability,nope,36,m,english,335.761,36.933,2,both
77,nogoal,25,both,prior,0.321,music,chrome,1299,600,1366,768,FALSE,probability,nope,36,m,english,335.761,36.933,2,both
77,nogoal,26,button,prior,0.333,music,chrome,1299,600,1366,768,FALSE,probability,nope,36,m,english,335.761,36.933,2,both
78,performance,69,button,prior,0.317,music,chrome,1533,600,1600,900,FALSE,people's judgement. ,no,34,m,english,143.975,17.357,3,both
78,performance,69,both,prior,0.317,music,chrome,1533,600,1600,900,FALSE,people's judgement. ,no,34,m,english,143.975,17.357,3,both
78,performance,80,handle,prior,0.367,music,chrome,1533,600,1600,900,FALSE,people's judgement. ,no,34,m,english,143.975,17.357,3,both
79,learning,35,button,prior,0.199,light,chrome,1299,662,1366,768,FALSE,logic,no,25,f,english,86.287,10.327,2,both
79,learning,72,both,prior,0.409,light,chrome,1299,662,1366,768,FALSE,logic,no,25,f,english,86.287,10.327,2,both
79,learning,69,handle,prior,0.392,light,chrome,1299,662,1366,768,FALSE,logic,no,25,f,english,86.287,10.327,2,both
80,presentation,94,handle,prior,0.465,music,chrome,1390,826,1440,900,FALSE,i think this task examines perceptions of logic statements using the example of a toy.,instructions were clear.,32,m,english,233.777,24.273,3,both
80,presentation,17,both,prior,0.084,music,chrome,1390,826,1440,900,FALSE,i think this task examines perceptions of logic statements using the example of a toy.,instructions were clear.,32,m,english,233.777,24.273,3,both
80,presentation,91,button,prior,0.45,music,chrome,1390,826,1440,900,FALSE,i think this task examines perceptions of logic statements using the example of a toy.,instructions were clear.,32,m,english,233.777,24.273,3,both
81,nogoal,64,both,prior,0.444,music,chrome,1470,759,1536,864,FALSE,decision making,differentiating between toys was confusing at first.  i submitted my first answer then thought the page didn't load.  i thought i was still on the first toy when i was on the second.,35,m,english,237.776,20.179,3,both
81,nogoal,64,button,prior,0.444,music,chrome,1470,759,1536,864,FALSE,decision making,differentiating between toys was confusing at first.  i submitted my first answer then thought the page didn't load.  i thought i was still on the first toy when i was on the second.,35,m,english,237.776,20.179,3,both
81,nogoal,16,handle,prior,0.111,music,chrome,1470,759,1536,864,FALSE,decision making,differentiating between toys was confusing at first.  i submitted my first answer then thought the page didn't load.  i thought i was still on the first toy when i was on the second.,35,m,english,237.776,20.179,3,both
82,nogoal,78,button,prior,0.325,light,chrome,1452,600,1600,900,FALSE,i think it was about remembering things.,no,24,f,english,213.252,47.493,3,both
82,nogoal,80,both,prior,0.333,light,chrome,1452,600,1600,900,FALSE,i think it was about remembering things.,no,24,f,english,213.252,47.493,3,both
82,nogoal,82,handle,prior,0.342,light,chrome,1452,600,1600,900,FALSE,i think it was about remembering things.,no,24,f,english,213.252,47.493,3,both
83,presentation,100,both,prior,0.333,light,chrome,598,630,1280,720,FALSE,making the toy work,thank you,32,f,english,227.749,74.96,2,both
83,presentation,100,button,prior,0.333,light,chrome,598,630,1280,720,FALSE,making the toy work,thank you,32,f,english,227.749,74.96,2,both
83,presentation,100,handle,prior,0.333,light,chrome,598,630,1280,720,FALSE,making the toy work,thank you,32,f,english,227.749,74.96,2,both
84,presentation,31,both,prior,0.323,music,chrome,1470,734,1536,864,FALSE,decision making,no.,34,m,english,263.596,48.183,3,both
84,presentation,32,handle,prior,0.333,music,chrome,1470,734,1536,864,FALSE,decision making,no.,34,m,english,263.596,48.183,3,both
84,presentation,33,button,prior,0.344,music,chrome,1470,734,1536,864,FALSE,decision making,no.,34,m,english,263.596,48.183,3,both
85,performance,1,both,prior,0.01,music,chrome,947,600,1024,820,FALSE,coordination,no,67,f,emglish,231.227,25.645,2,both
85,performance,1,handle,prior,0.01,music,chrome,947,600,1024,820,FALSE,coordination,no,67,f,emglish,231.227,25.645,2,both
85,performance,100,button,prior,0.98,music,chrome,947,600,1024,820,FALSE,coordination,no,67,f,emglish,231.227,25.645,2,both
86,presentation,47,handle,prior,0.32,music,chrome,416,600,1366,768,FALSE,i have no idea,thanks,35,m,english,207.464,35.155,3,both
86,presentation,50,button,prior,0.34,music,chrome,416,600,1366,768,FALSE,i have no idea,thanks,35,m,english,207.464,35.155,3,both
86,presentation,50,both,prior,0.34,music,chrome,416,600,1366,768,FALSE,i have no idea,thanks,35,m,english,207.464,35.155,3,both
87,performance,57,handle,prior,0.263,light,chrome,1047,538,1920,1080,FALSE,logic,no,68,m,english,514.667,35.954,3,both
87,performance,100,both,prior,0.461,light,chrome,1047,538,1920,1080,FALSE,logic,no,68,m,english,514.667,35.954,3,both
87,performance,60,button,prior,0.276,light,chrome,1047,538,1920,1080,FALSE,logic,no,68,m,english,514.667,35.954,3,both
88,performance,51,button,prior,0.276,music,firefox,1214,600,1280,720,FALSE,i honestly don't know,,35,m,english,145.511,20.886,2,both
88,performance,84,both,prior,0.454,music,firefox,1214,600,1280,720,FALSE,i honestly don't know,,35,m,english,145.511,20.886,2,both
88,performance,50,handle,prior,0.27,music,firefox,1214,600,1280,720,FALSE,i honestly don't know,,35,m,english,145.511,20.886,2,both
89,nogoal,93,handle,prior,0.492,light,safari,1219,600,1600,900,FALSE,not sure,no,30,f,english,355.31,47.519,3,both
89,nogoal,88,button,prior,0.466,light,safari,1219,600,1600,900,FALSE,not sure,no,30,f,english,355.31,47.519,3,both
89,nogoal,8,both,prior,0.042,light,safari,1219,600,1600,900,FALSE,not sure,no,30,f,english,355.31,47.519,3,both
90,presentation,69,button,prior,0.445,light,chrome,1855,888,1920,1080,FALSE,to study a person's deduction ability.,no comments.,50,m,english,313.69,35.761,3,both
90,presentation,85,handle,prior,0.548,light,chrome,1855,888,1920,1080,FALSE,to study a person's deduction ability.,no comments.,50,m,english,313.69,35.761,3,both
90,presentation,1,both,prior,0.006,light,chrome,1855,888,1920,1080,FALSE,to study a person's deduction ability.,no comments.,50,m,english,313.69,35.761,3,both
91,performance,18,both,prior,0.108,music,chrome,392,600,412,846,TRUE,not sure,no,31,f,english,64.435,7.731,0,handle
91,performance,48,button,prior,0.289,music,chrome,392,600,412,846,TRUE,not sure,no,31,f,english,64.435,7.731,0,handle
91,performance,100,handle,prior,0.602,music,chrome,392,600,412,846,TRUE,not sure,no,31,f,english,64.435,7.731,0,handle
92,nogoal,44,both,prior,0.328,light,chrome,1533,600,1600,900,FALSE,deductive reasoning,no,36,f,english,192.899,26.512,3,button
92,nogoal,45,handle,prior,0.336,light,chrome,1533,600,1600,900,FALSE,deductive reasoning,no,36,f,english,192.899,26.512,3,button
92,nogoal,45,button,prior,0.336,light,chrome,1533,600,1600,900,FALSE,deductive reasoning,no,36,f,english,192.899,26.512,3,button
93,nogoal,74,button,prior,0.326,light,chrome,1870,600,1920,1080,FALSE,how we problem solve,,36,m,english,282.458,28.697,1,handle
93,nogoal,64,both,prior,0.282,light,chrome,1870,600,1920,1080,FALSE,how we problem solve,,36,m,english,282.458,28.697,1,handle
93,nogoal,89,handle,prior,0.392,light,chrome,1870,600,1920,1080,FALSE,how we problem solve,,36,m,english,282.458,28.697,1,handle
94,presentation,30,both,prior,0.227,light,chrome,1613,919,1680,1050,FALSE,how we interpret instructions,no comments,42,m,english,187.326,19.751,2,both
94,presentation,51,button,prior,0.386,light,chrome,1613,919,1680,1050,FALSE,how we interpret instructions,no comments,42,m,english,187.326,19.751,2,both
94,presentation,51,handle,prior,0.386,light,chrome,1613,919,1680,1050,FALSE,how we interpret instructions,no comments,42,m,english,187.326,19.751,2,both
95,nogoal,15,both,prior,0.081,light,firefox,1299,600,1366,768,FALSE,logic,,40,m,english,173.358,19.441,3,button
95,nogoal,85,handle,prior,0.459,light,firefox,1299,600,1366,768,FALSE,logic,,40,m,english,173.358,19.441,3,button
95,nogoal,85,button,prior,0.459,light,firefox,1299,600,1366,768,FALSE,logic,,40,m,english,173.358,19.441,3,button
96,nogoal,34,handle,prior,0.201,light,chrome,760,600,1920,1080,FALSE,cognition,none,62,m,english,533.668,50.845,3,both
96,nogoal,100,both,prior,0.592,light,chrome,760,600,1920,1080,FALSE,cognition,none,62,m,english,533.668,50.845,3,both
96,nogoal,35,button,prior,0.207,light,chrome,760,600,1920,1080,FALSE,cognition,none,62,m,english,533.668,50.845,3,both
97,learning,17,both,prior,0.148,music,chrome,1470,772,1536,864,FALSE,not sure,no,28,male,english,167.683,48.816,2,handle
97,learning,26,button,prior,0.226,music,chrome,1470,772,1536,864,FALSE,not sure,no,28,male,english,167.683,48.816,2,handle
97,learning,72,handle,prior,0.626,music,chrome,1470,772,1536,864,FALSE,not sure,no,28,male,english,167.683,48.816,2,handle
98,learning,100,both,prior,0.333,light,firefox,1186,611,1252,704,FALSE,i am not sure.,thanks,25,m,english,176.043,18.869,2,both
98,learning,100,button,prior,0.333,light,firefox,1186,611,1252,704,FALSE,i am not sure.,thanks,25,m,english,176.043,18.869,2,both
98,learning,100,handle,prior,0.333,light,firefox,1186,611,1252,704,FALSE,i am not sure.,thanks,25,m,english,176.043,18.869,2,both
99,presentation,41,both,prior,0.17,music,chrome,1299,600,1366,768,FALSE,following directions,none,37,f,english,435.774,53.777,3,both
99,presentation,100,handle,prior,0.415,music,chrome,1299,600,1366,768,FALSE,following directions,none,37,f,english,435.774,53.777,3,both
99,presentation,100,button,prior,0.415,music,chrome,1299,600,1366,768,FALSE,following directions,none,37,f,english,435.774,53.777,3,both
100,presentation,50,both,prior,0.34,light,chrome,1613,919,1680,1050,FALSE,critical thinking,,47,f,english,80.552,10.518,3,both
100,presentation,47,handle,prior,0.32,light,chrome,1613,919,1680,1050,FALSE,critical thinking,,47,f,english,80.552,10.518,3,both
100,presentation,50,button,prior,0.34,light,chrome,1613,919,1680,1050,FALSE,critical thinking,,47,f,english,80.552,10.518,3,both
1,performance,36,both,posterior,0.324,music,chrome,1533,769,1600,900,FALSE,reasoning,thank you for the hit and have a great day!,43,f,english,285.416,28.946,3,both
1,performance,37,button,posterior,0.333,music,chrome,1533,769,1600,900,FALSE,reasoning,thank you for the hit and have a great day!,43,f,english,285.416,28.946,3,both
1,performance,38,handle,posterior,0.342,music,chrome,1533,769,1600,900,FALSE,reasoning,thank you for the hit and have a great day!,43,f,english,285.416,28.946,3,both
2,presentation,76,handle,posterior,0.452,music,chrome,1299,600,1366,768,FALSE,game theory,,33,m,english,148.62,13.826,3,both
2,presentation,74,both,posterior,0.44,music,chrome,1299,600,1366,768,FALSE,game theory,,33,m,english,148.62,13.826,3,both
2,presentation,18,button,posterior,0.107,music,chrome,1299,600,1366,768,FALSE,game theory,,33,m,english,148.62,13.826,3,both
3,nogoal,8,button,posterior,0.062,music,chrome,1219,797,1440,900,FALSE,to see if people prefer buttons over handles.,nothing broken,31,f,english,125.926,12.017,3,handle
3,nogoal,95,handle,posterior,0.736,music,chrome,1219,797,1440,900,FALSE,to see if people prefer buttons over handles.,nothing broken,31,f,english,125.926,12.017,3,handle
3,nogoal,26,both,posterior,0.202,music,chrome,1219,797,1440,900,FALSE,to see if people prefer buttons over handles.,nothing broken,31,f,english,125.926,12.017,3,handle
4,presentation,69,both,posterior,0.289,light,chrome,1239,883,1680,1050,FALSE,i have no idea!,no,45,f,english,175.685,17.719,3,both
4,presentation,70,handle,posterior,0.293,light,chrome,1239,883,1680,1050,FALSE,i have no idea!,no,45,f,english,175.685,17.719,3,both
4,presentation,100,button,posterior,0.418,light,chrome,1239,883,1680,1050,FALSE,i have no idea!,no,45,f,english,175.685,17.719,3,both
5,presentation,47,button,posterior,0.364,light,chrome,1259,600,1440,900,FALSE,deductive reasoning,no,30,m,english,180.537,18.028,3,both
5,presentation,48,handle,posterior,0.372,light,chrome,1259,600,1440,900,FALSE,deductive reasoning,no,30,m,english,180.537,18.028,3,both
5,presentation,34,both,posterior,0.264,light,chrome,1259,600,1440,900,FALSE,deductive reasoning,no,30,m,english,180.537,18.028,3,both
6,presentation,100,button,posterior,0.333,music,chrome,1619,797,2560,1440,FALSE,how does a toy work without a label,it worked great,28,f,english,215.106,35.688,3,both
6,presentation,100,handle,posterior,0.333,music,chrome,1619,797,2560,1440,FALSE,how does a toy work without a label,it worked great,28,f,english,215.106,35.688,3,both
6,presentation,100,both,posterior,0.333,music,chrome,1619,797,2560,1440,FALSE,how does a toy work without a label,it worked great,28,f,english,215.106,35.688,3,both
7,nogoal,1,handle,posterior,0.01,music,chrome,1974,993,1366,768,FALSE,i have no clue.  it seemed really really easy.,that music was unexpected and so cute! i loved it. ,30,f,english,191.269,36.219,3,button
7,nogoal,100,button,posterior,0.98,music,chrome,1974,993,1366,768,FALSE,i have no clue.  it seemed really really easy.,that music was unexpected and so cute! i loved it. ,30,f,english,191.269,36.219,3,button
7,nogoal,1,both,posterior,0.01,music,chrome,1974,993,1366,768,FALSE,i have no clue.  it seemed really really easy.,that music was unexpected and so cute! i loved it. ,30,f,english,191.269,36.219,3,button
8,learning,83,handle,posterior,0.615,light,chrome,1299,600,1366,768,FALSE,to determine my opinions on how a toy works,,28,f,english,502.027,142.896,3,handle
8,learning,51,both,posterior,0.378,light,chrome,1299,600,1366,768,FALSE,to determine my opinions on how a toy works,,28,f,english,502.027,142.896,3,handle
8,learning,1,button,posterior,0.007,light,chrome,1299,600,1366,768,FALSE,to determine my opinions on how a toy works,,28,f,english,502.027,142.896,3,handle
9,performance,87,handle,posterior,0.319,light,chrome,1657,600,1536,864,FALSE,"i have no earthly idea.  i mean, it's probably not to recruit engineers. if i really had to guess, i'd say it's so researchers can laugh at how stupid peons on this platform are.  the mockery is well-deserved. i'd electrocute myself with my toy.",my light and music came on! woohoo!,40,m,english,269.775,21.332,3,both
9,performance,100,both,posterior,0.366,light,chrome,1657,600,1536,864,FALSE,"i have no earthly idea.  i mean, it's probably not to recruit engineers. if i really had to guess, i'd say it's so researchers can laugh at how stupid peons on this platform are.  the mockery is well-deserved. i'd electrocute myself with my toy.",my light and music came on! woohoo!,40,m,english,269.775,21.332,3,both
9,performance,86,button,posterior,0.315,light,chrome,1657,600,1536,864,FALSE,"i have no earthly idea.  i mean, it's probably not to recruit engineers. if i really had to guess, i'd say it's so researchers can laugh at how stupid peons on this platform are.  the mockery is well-deserved. i'd electrocute myself with my toy.",my light and music came on! woohoo!,40,m,english,269.775,21.332,3,both
10,learning,100,handle,posterior,0.98,light,chrome,1533,600,1600,900,FALSE,deducing what did what.,nothing.,35,m,english,136.148,19.796,3,handle
10,learning,1,both,posterior,0.01,light,chrome,1533,600,1600,900,FALSE,deducing what did what.,nothing.,35,m,english,136.148,19.796,3,handle
10,learning,1,button,posterior,0.01,light,chrome,1533,600,1600,900,FALSE,deducing what did what.,nothing.,35,m,english,136.148,19.796,3,handle
11,nogoal,64,button,posterior,0.32,music,chrome,959,624,1024,768,FALSE,i don't know?,no comments at the current time.,38,f,english,226.086,50.493,2,button
11,nogoal,74,both,posterior,0.37,music,chrome,959,624,1024,768,FALSE,i don't know?,no comments at the current time.,38,f,english,226.086,50.493,2,button
11,nogoal,62,handle,posterior,0.31,music,chrome,959,624,1024,768,FALSE,i don't know?,no comments at the current time.,38,f,english,226.086,50.493,2,button
12,performance,1,handle,posterior,0.01,light,chrome,1853,959,1920,1080,FALSE,memorization,none,32,m,english,277.494,49.629,3,button
12,performance,100,button,posterior,0.971,light,chrome,1853,959,1920,1080,FALSE,memorization,none,32,m,english,277.494,49.629,3,button
12,performance,2,both,posterior,0.019,light,chrome,1853,959,1920,1080,FALSE,memorization,none,32,m,english,277.494,49.629,3,button
13,presentation,48,handle,posterior,0.333,light,chrome,1299,675,1366,768,FALSE,i don't know.,,34,f,english,188.51,34.113,3,both
13,presentation,49,both,posterior,0.34,light,chrome,1299,675,1366,768,FALSE,i don't know.,,34,f,english,188.51,34.113,3,both
13,presentation,47,button,posterior,0.326,light,chrome,1299,675,1366,768,FALSE,i don't know.,,34,f,english,188.51,34.113,3,both
14,performance,33,handle,posterior,0.317,music,chrome,1299,637,1366,768,FALSE,i'm not sure.,,32,f,english,134.427,29.082,3,both
14,performance,35,button,posterior,0.337,music,chrome,1299,637,1366,768,FALSE,i'm not sure.,,32,f,english,134.427,29.082,3,both
14,performance,36,both,posterior,0.346,music,chrome,1299,637,1366,768,FALSE,i'm not sure.,,32,f,english,134.427,29.082,3,both
15,nogoal,60,both,posterior,0.373,music,chrome,1244,600,1440,900,FALSE,to see how well we could learn how to operate a toy. ,no,59,f,english,373.351,33.447,2,both
15,nogoal,51,button,posterior,0.317,music,chrome,1244,600,1440,900,FALSE,to see how well we could learn how to operate a toy. ,no,59,f,english,373.351,33.447,2,both
15,nogoal,50,handle,posterior,0.311,music,chrome,1244,600,1440,900,FALSE,to see how well we could learn how to operate a toy. ,no,59,f,english,373.351,33.447,2,both
16,presentation,1,handle,posterior,0.006,music,chrome,1390,600,1440,900,FALSE,i am not really sure,no,38,,english,339.456,51.936,2,both
16,presentation,100,button,posterior,0.565,music,chrome,1390,600,1440,900,FALSE,i am not really sure,no,38,,english,339.456,51.936,2,both
16,presentation,76,both,posterior,0.429,music,chrome,1390,600,1440,900,FALSE,i am not really sure,no,38,,english,339.456,51.936,2,both
17,learning,35,handle,posterior,0.246,music,chrome,1299,600,1366,768,FALSE,it ask opinions,need detailed information,25,female,english,1160.353,65.234,1,both
17,learning,34,both,posterior,0.239,music,chrome,1299,600,1366,768,FALSE,it ask opinions,need detailed information,25,female,english,1160.353,65.234,1,both
17,learning,73,button,posterior,0.514,music,chrome,1299,600,1366,768,FALSE,it ask opinions,need detailed information,25,female,english,1160.353,65.234,1,both
18,learning,90,both,posterior,0.612,music,chrome,1638,844,1536,864,FALSE,how individual would choose to label a toy,"the first 2 questions asked how to make the components work individually, not at the same time.",37,f,english,241.667,29.013,2,both
18,learning,1,button,posterior,0.007,music,chrome,1638,844,1536,864,FALSE,how individual would choose to label a toy,"the first 2 questions asked how to make the components work individually, not at the same time.",37,f,english,241.667,29.013,2,both
18,learning,56,handle,posterior,0.381,music,chrome,1638,844,1536,864,FALSE,how individual would choose to label a toy,"the first 2 questions asked how to make the components work individually, not at the same time.",37,f,english,241.667,29.013,2,both
19,learning,19,button,posterior,0.151,light,chrome,1299,600,1366,768,FALSE,what you prefer the toy to do,"the wording was a little confusing, it said the label was missing the toy was likely or unlikely what? ", 39,f,english,319.82,30.305,3,both
19,learning,23,handle,posterior,0.183,light,chrome,1299,600,1366,768,FALSE,what you prefer the toy to do,"the wording was a little confusing, it said the label was missing the toy was likely or unlikely what? ", 39,f,english,319.82,30.305,3,both
19,learning,84,both,posterior,0.667,light,chrome,1299,600,1366,768,FALSE,what you prefer the toy to do,"the wording was a little confusing, it said the label was missing the toy was likely or unlikely what? ", 39,f,english,319.82,30.305,3,both
20,learning,29,button,posterior,0.204,light,chrome,1853,987,1920,1080,FALSE,to see how we solve problems,thanks,31,male,english,142.407,21.546,2,both
20,learning,33,handle,posterior,0.232,light,chrome,1853,987,1920,1080,FALSE,to see how we solve problems,thanks,31,male,english,142.407,21.546,2,both
20,learning,80,both,posterior,0.563,light,chrome,1853,987,1920,1080,FALSE,to see how we solve problems,thanks,31,male,english,142.407,21.546,2,both
21,nogoal,69,button,posterior,0.426,light,chrome,1183,600,1280,800,FALSE,this task was about teaching the participant how to work a toy one way and then switching it up another way to see if the participant will get accustomed to the change.,,33,f,english,615.506,104.724,3,button
21,nogoal,67,handle,posterior,0.414,light,chrome,1183,600,1280,800,FALSE,this task was about teaching the participant how to work a toy one way and then switching it up another way to see if the participant will get accustomed to the change.,,33,f,english,615.506,104.724,3,button
21,nogoal,26,both,posterior,0.16,light,chrome,1183,600,1280,800,FALSE,this task was about teaching the participant how to work a toy one way and then switching it up another way to see if the participant will get accustomed to the change.,,33,f,english,615.506,104.724,3,button
22,nogoal,19,handle,posterior,0.128,music,chrome,1176,602,1366,768,FALSE,not sure,none.,33,f,english,122.049,22.023,3,both
22,nogoal,100,both,posterior,0.676,music,chrome,1176,602,1366,768,FALSE,not sure,none.,33,f,english,122.049,22.023,3,both
22,nogoal,29,button,posterior,0.196,music,chrome,1176,602,1366,768,FALSE,not sure,none.,33,f,english,122.049,22.023,3,both
23,nogoal,100,button,posterior,0.98,music,chrome,1167,647,1600,900,FALSE,i think it's about memory or maybe even attention span of very similar looking situations. i think it might also have something to do with checking which instructions one can remember in a series of events.,"when i was asked what i'd do if i only had one chance to play with the toy, i chose to pull the level and press the button at the same time. when that happened, the toy started playing music while lighting up. the screen suddenly went to the next part and i never got to see what was on the bottom half of the page.",35,m,filipino,454.165,52.077,3,both
